Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8410477638244629,0.8452739051296528,0.7640337920670713,0.7879833974411941,535796800
2000-01-04,0.7701389789581299,0.8311859925057475,0.7602772473897574,0.8133416112650513,512377600
2000-01-05,0.7814086079597473,0.8307164666215358,0.7738955401567056,0.779530328469401,778321600
2000-01-06,0.7137867212295532,0.8039494455671679,0.7137867212295532,0.7973754930122156,767972800
2000-01-07,0.7475981712341309,0.7588686514437744,0.7175442428391544,0.7250573111315374,460734400
2000-01-10,0.7344494462013245,0.7682599331141596,0.711908586570413,0.7663816535407814,505064000
2000-01-11,0.6968816518783569,0.7466590990292526,0.6799764321846062,0.7208312606731543,441548800
2000-01-12,0.6550876498222351,0.7175442193116386,0.6499215409044408,0.7137868075175796,976068800
2000-01-13,0.7269352674484253,0.7419622510788731,0.6950030714389166,0.7099122331569975,1032684800
2000-01-14,0.7546415328979492,0.7682597717001295,0.7466588840070332,0.7513545568747287,390376000
2000-01-18,0.7809388637542725,0.796436232791783,0.7546414532763983,0.7588683960555415,459177600
2000-01-19,0.8006625771522522,0.8170982632872186,0.776712970175471,0.7936182387442915,597643200
2000-01-20,0.852787971496582,0.9128958334172215,0.852787971496582,0.8678149118975664,1831132800
2000-01-21,0.8363519906997681,0.8584225114613322,0.8278989567206625,0.8584225114613322,495924800
2000-01-24,0.7983144521713257,0.8471518588281942,0.7898613697774132,0.8147500817012866,440876800
2000-01-25,0.8433955311775208,0.8499703866826633,0.7691998101107682,0.7889224706092814,497145600
2000-01-26,0.8278989195823669,0.8579528906283385,0.8246119937791659,0.8264902227643282,367158400
2000-01-27,0.8264901638031006,0.8490310668253682,0.8039493109391634,0.8175675485142607,340144000
2000-01-28,0.7635639905929565,0.8330640722296474,0.7560509251013297,0.8128718842433821,423348800
2000-01-31,0.7795301079750061,0.7804692725337031,0.7100300747732394,0.7588683873670126,701680000
2000-02-01,0.7532327175140381,0.7889223259535911,0.7513544886641401,0.7814084073873864,318035200
2000-02-02,0.7424321174621582,0.7673208397930663,0.7288138252608303,0.7569903770890786,464195200
2000-02-03,0.776243269443512,0.7832876063227459,0.7532327821697146,0.7537023645016622,475193600
2000-02-04,0.8114633560180664,0.826490292653415,0.7785911358646174,0.7809389975321097,425320000
2000-02-07,0.8570138216018677,0.8584225687354269,0.7959668083641347,0.8114633779416643,441067200
2000-02-08,0.8631188273429871,0.8725100707239924,0.8358822553317576,0.8565439738731264,408643200
2000-02-09,0.8462127447128296,0.8800240731351007,0.8448040981966106,0.8574832209591394,299364800
2000-02-10,0.852787971496582,0.8556053660769195,0.8264904997655774,0.848092246984885,302982400
2000-02-11,0.8170983791351318,0.8574836278143395,0.8133418194483876,0.8537270681275952,212251200
2000-02-14,0.8701623678207397,0.8706319501113705,0.8161588494899508,0.8213241042118979,367539200
2000-02-15,0.8941119909286499,0.9011563273727193,0.8654667682327164,0.8659363505356555,485744000
2000-02-16,0.8574832677841187,0.8875380399432566,0.8424563331295367,0.8847198439069993,378246400
2000-02-17,0.8631188273429871,0.8678144490334897,0.8499701235697523,0.8654666381882383,289497600
2000-02-18,0.8358823657035828,0.8668753990329461,0.8330641195623101,0.8612406121336531,233441600
2000-02-22,0.8551353812217712,0.8786153971658855,0.801601398300471,0.8274292753956798,422296000
2000-02-23,0.8734493851661682,0.8941120101052932,0.8340032670732876,0.850791562059244,473099200
2000-02-24,0.8655838370323181,0.8950512584939071,0.8396389854646263,0.8814329688754805,376432000
2000-02-25,0.8293076157569885,0.8790850977585826,0.8274293867732836,0.8626494154303097,249144000
2000-02-28,0.8509091734886169,0.8640578770419737,0.8142805060173879,0.8274292095707446,328328000
2000-02-29,0.8612407445907593,0.8809634046215473,0.8457434230093253,0.8532572424584008,368961600
2000-03-01,0.9791088104248047,0.9922575190704145,0.890355628967053,0.8908252113734411,1077003200
2000-03-02,0.9166528582572937,0.9612642811981237,0.9067911281623068,0.9542207471802681,311259200
2000-03-03,0.9617338180541992,0.963495178163301,0.9016259748185426,0.9382537983608269,323366400
2000-03-06,0.9443590641021729,0.9701868949757367,0.9391929562174407,0.9467068754527938,210560000
2000-03-07,0.9232270121574402,0.9575079327342579,0.9100783033289173,0.9499940122274065,273011200
2000-03-08,0.9166528582572937,0.9312103111364061,0.8908250286696224,0.9232268099650702,271230400
2000-03-09,0.9185315370559692,0.9391932668791866,0.8884775555568429,0.908200220719195,276718400
2000-03-10,0.9448286890983582,0.9612643724615422,0.9091390257106218,0.914305133828624,248606400
2000-03-13,0.9114870429039001,0.9504635866488338,0.8978687517769592,0.9175922161206578,303956800
2000-03-14,0.8584227561950684,0.9335584609764469,0.8565444262734725,0.9107827576684306,428579200
2000-03-15,0.8734493851661682,0.9035041579488345,0.8574832855738103,0.868753762669394,443609600
2000-03-16,0.9133650660514832,0.9166528443889517,0.8603006607487323,0.8814328675492272,378100800
2000-03-17,0.939193069934845,0.9391930699348449,0.8988077805675485,0.9025652422235294,305043200
2000-03-20,0.9241662621498108,0.9485853524055156,0.9194705379045587,0.9279236240162451,204489600
2000-03-21,1.0138593912124634,1.027477582999253,0.9138357226950171,0.9208792587013069,524328000
2000-03-22,1.0833590030670166,1.0847685524141044,0.9885006757192539,0.9976580817507755,567996800
2000-03-23,1.061758279800415,1.1298496255110757,1.051896549020008,1.0669234849369518,562564800
2000-03-24,1.0420347452163696,1.081480863040333,1.0180851445661085,1.070210386021584,446913600
2000-03-27,1.0486094951629639,1.0875860305176328,1.0284164527571384,1.0340521426684461,279182400
2000-03-28,1.0453227758407593,1.0669236676210028,1.0302949345006227,1.0312340993468643,202966400
2000-03-29,1.0213727951049805,1.0476702036959447,1.0055236668369483,1.0472007217615662,239836800
2000-03-30,0.9448286890983582,1.0345217277056373,0.9424807773250496,1.003527887864518,414400000
2000-03-31,1.0204336643218994,1.0312336541241534,0.9467066474887701,0.9575075401408388,404633600
2000-04-03,1.0016497373580933,1.0481402044737613,0.9725349239519276,1.0180854236569792,328563200
2000-04-04,0.9565688967704773,0.9993020055864984,0.8772070506953639,0.9964846110461235,660329600
2000-04-05,0.9795794486999512,0.9983629504465673,0.9316803254772098,0.9502289858015551,457665600
2000-04-06,0.9406025409698486,1.010572217291709,0.926044284287501,0.9814574093104718,259627200
2000-04-07,0.989909291267395,0.9908483553687694,0.9429500672000599,0.9560987703188861,242435200
2000-04-10,0.939193069934845,0.9974235936176254,0.9373148406902665,0.9894400910821726,212262400
2000-04-11,0.8973991274833679,0.9382538986406754,0.8870678133847434,0.9279234873921862,541822400
2000-04-12,0.8208545446395874,0.894111992238685,0.787983231644035,0.894111992238685,941136000
2000-04-13,0.8551353812217712,0.9016258308481155,0.8152196851617382,0.8377605867404112,529827200
2000-04-14,0.8405778408050537,0.8865978478575632,0.8189760571688285,0.8213239179311442,667620800
2000-04-17,0.9307406544685364,0.9312102367411,0.8194457936796393,0.8227336219625144,409561600
2000-04-18,0.9532817006111145,0.9532817006111145,0.8969295091398701,0.9279234501932471,390924800
2000-04-19,0.9100783467292786,0.9786392883023042,0.8997470315689055,0.9481158281067272,520150400
2000-04-20,0.8931732177734375,0.9373150770790522,0.8795549237530634,0.9293323750638387,722120000
2000-04-24,0.9053823351860046,0.9053823351860046,0.8621796661594895,0.864057894779509,443620800
2000-04-25,0.9640819430351257,0.9673697223372881,0.9171226957923337,0.9175922782330923,391641600
2000-04-26,0.9114870429039001,0.9617339657309134,0.901626113265542,0.9514026511500919,366912000
2000-04-27,0.9523420333862305,0.9542211659846136,0.875915447465027,0.8804941027103507,326603200
2000-04-28,0.9321492910385132,0.9579772186042619,0.911486768415933,0.9551598253155534,249580800
2000-05-01,0.9340277314186096,0.9401329035244018,0.9157138201679231,0.9382537716969696,226195200
2000-05-02,0.8856589794158936,0.948585119763923,0.8828415856863898,0.926044264544472,236432000
2000-05-03,0.8645272850990295,0.9110169191279266,0.8386994654201102,0.893642079370801,489798400
2000-05-04,0.8316556811332703,0.8659366037035975,0.8307165162528148,0.8649974388231421,399515200
2000-05-05,0.8499702215194702,0.8621797622349601,0.8318902000061812,0.8325945232775924,284076800
2000-05-08,0.8274293541908264,0.8541962980421344,0.8264901895776221,0.8422214977987885,184900800
2000-05-09,0.7922095656394958,0.835882639330258,0.7879834740816126,0.8288383007085472,327140800
2000-05-10,0.7461891770362854,0.7889222658005054,0.7419622345171902,0.7818779300630511,535091200
2000-05-11,0.7724867463111877,0.7832876420215904,0.7438415205401688,0.7616859007591223,499744000
2000-05-12,0.8086459040641785,0.8302468431252422,0.7871611317139746,0.7964363614227504,306913600
2000-05-15,0.7588686347007751,0.8119330044703376,0.752293828588725,0.8119330044703376,678932800
2000-05-16,0.7940875887870789,0.819445835327597,0.772017120538207,0.7852827953331887,440451200
2000-05-17,0.7616856694221497,0.7790604620107322,0.7541717521506217,0.7785908798000032,398092800
2000-05-18,0.7569900155067444,0.788452626261815,0.7560508510633058,0.7738952262802548,373777600
2000-05-19,0.7062737345695496,0.7457198591929131,0.7015772084452515,0.7457198591929131,740667200
2000-05-22,0.6757494211196899,0.7043955038437999,0.6461650262410327,0.7043955038437999,755507200
2000-05-23,0.6447564363479614,0.7015773735965011,0.6433477390024392,0.6799764782203747,517585600
2000-05-24,0.658843994140625,0.6743405113214653,0.6236239666137247,0.6475735672750171,678462400
2000-05-25,0.6556742787361145,0.696177350952714,0.646165157497127,0.6649495115661951,406750400
2000-05-26,0.6489821672439575,0.6752795752161661,0.6405299878742278,0.6611917067500973,181148800
